I = ;200;400;600;800;1000;1200;1400;1600;1800;2000
MulM1M2;0.064734;0.307438;1.05942;2.67438;5.36071;18.2867;29.7649;43.8585;62.1964;81.432
MulMM2T;0.034323;0.299187;1.01741;2.43877;5.23637;8.57186;14.8731;25.8264;39.6922;53.3984
TranspostaM2;0.000152;0.001069;0.002099;0.003383;0.004809;0.011567;0.015402;0.021222;0.028008;0.032966
Speedup;1.8944133914723011;1.0312627885602346;1.0434438314959655;1.0981334794018365;1.0246865132605736;2.1362236082339705;2.00333187550319;1.6996007545462388;1.5680742973410373;1.5259315608676582
